,STA,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
151,sta1,0.0,6,-76.0,-71.0,0.025,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725904.3880339
152,sta2,0.0,6,-78.0,-60.0,0.038,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725920.997897
153,sta1,0.0,6,-68.0,-67.0,0.024,0.033,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705725962.1342032
154,sta4,0.0,6,-82.0,-71.0,0.035,0.029,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725972.3352144
155,sta2,0.0,6,-76.0,-73.0,0.024,0.035,ap3-wlan1,ap4-wlan1,ap4-wlan1,1705725984.6165197
156,sta3,0.0,6,-75.0,-69.0,0.024,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705725994.8593621
157,sta1,0.0,6,-77.0,-72.0,0.027,0.03,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705726029.8446014
158,sta2,0.0,6,-79.0,-69.0,0.04,0.038,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726071.0157151
159,sta4,0.0,6,-75.0,-75.0,0.031,0.025,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705726093.5593019
160,sta4,0.0,6,-78.0,-74.0,0.025,0.025,ap3-wlan1,ap2-wlan1,ap2-wlan1,1705726122.2875333
161,sta2,0.0,6,-79.0,-69.0,0.038,0.03,ap3-wlan1,ap4-wlan1,ap4-wlan1,1705726134.6338506
162,sta2,0.0,6,-76.0,-75.0,0.024,0.031,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705726165.5210114
163,sta4,0.0,1,-80.0,-80.0,0.023,0.023,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705726188.113336
164,sta2,0.0,6,-72.0,-63.0,0.027,0.149,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705726222.942981
165,sta4,0.0,6,-79.0,-73.0,0.028,0.026,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705726245.4481492
166,sta3,0.0,6,-82.0,-71.0,0.031,0.029,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726261.961222
167,sta1,0.0,6,-82.0,-70.0,0.029,0.031,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705726297.0604637
168,sta4,0.0,6,-78.0,-59.0,0.023,0.033,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705726307.369652
169,sta1,0.0,6,-76.0,-72.0,0.031,0.026,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705726356.5589502
170,sta1,0.0,6,-79.0,-54.0,0.024,0.031,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705726385.6007545
171,sta2,0.0,6,-76.0,-67.0,0.025,0.026,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705726428.9119194
172,sta1,0.0,6,-75.0,-66.0,0.038,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705726519.2453995
173,sta4,0.0,6,-75.0,-68.0,0.032,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705726556.1384156
174,sta3,0.0,6,-82.0,-70.0,0.025,0.018,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726671.1502976
175,sta4,0.0,6,-79.0,-68.0,0.032,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726687.5177467
176,sta2,0.0,6,-79.0,-63.0,0.031,0.025,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726697.841311
177,sta1,0.0,6,-77.0,-59.0,0.03,0.019,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705726714.2232935
178,sta4,0.0,6,-75.0,-66.0,0.02,0.029,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705726724.5132391
179,sta3,0.0,6,-80.0,-64.0,0.025,0.035,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726740.916341
180,sta4,0.0,6,-76.0,-64.0,0.025,0.023,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705726759.3353875
181,sta1,0.0,6,-58.0,-61.0,0.024,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705726808.5651054
182,sta1,0.0,6,-79.0,-69.0,0.053,0.029,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705726837.2805002
183,sta2,0.0,6,-63.0,-52.0,0.025,0.036,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705726855.6604223
184,sta4,0.0,6,-75.0,-71.0,0.028,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705726878.2406466
185,sta2,0.0,6,-77.0,-70.0,0.026,0.029,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705726890.5175233
186,sta2,0.0,6,-79.0,-72.0,0.027,0.02,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705726919.131117
187,sta1,0.0,6,-82.0,-71.0,0.038,0.03,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705726960.526393
188,sta1,0.0,6,-77.0,-75.0,0.02,0.024,ap3-wlan1,ap2-wlan1,ap2-wlan1,1705726989.3429725
189,sta4,0.0,6,-81.0,-72.0,0.024,0.02,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705727048.8187587
190,sta2,0.0,6,-76.0,-66.0,0.033,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705727083.8878224
191,sta3,0.0,6,-78.0,-71.0,0.04,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705727094.0729492
192,sta4,0.0,6,-78.0,-71.0,0.029,0.022,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705727110.609775
193,sta2,0.0,6,-77.0,-65.0,0.025,0.036,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705727174.078103
194,sta2,0.0,6,-74.0,-69.0,0.023,0.028,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705727202.808051
195,sta3,0.0,6,-82.0,-71.0,0.024,0.021,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705727213.0380492
196,sta4,0.0,6,-70.0,-68.0,0.034,0.036,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705727229.441693
197,sta2,0.0,1,-79.0,-79.0,0.025,0.025,ap2-wlan1,ap1-wlan1,ap1-wlan1,1705727264.3991032
198,sta3,0.0,6,-80.0,-64.0,0.024,0.024,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705727274.6890767
199,sta1,0.0,6,-81.0,-71.0,0.049,0.025,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705727285.0424814
200,sta2,0.0,6,-80.0,-69.0,0.025,0.039,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705727301.5705583
201,sta3,0.0,6,-77.0,-64.0,0.03,0.028,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705727311.8144608
202,sta2,0.0,6,-78.0,-61.0,0.03,0.036,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705727334.3714006
203,sta3,0.0,6,-74.0,-71.0,0.032,0.023,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705727344.6847224
204,sta1,0.0,1,-79.0,-79.0,0.044,0.044,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705727354.8869328
205,sta4,0.0,6,-73.0,-73.0,0.033,0.032,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705727365.158858
206,sta2,0.0,6,-76.0,-75.0,0.03,0.034,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705727375.351652
207,sta3,0.0,1,-79.0,-79.0,0.024,0.024,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705727385.609292
208,sta3,0.0,6,-76.0,-67.0,0.033,0.031,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705727439.2293973
